id,make,model,year,fuelType,horsePower,cylinders,driveTrain,numDoors,size,style,highwayMpg,cityMpg,msrp
1814,Dodge,Challenger,2017,premium unleaded (recommended),707,8,rear wheel drive,2,Large,Coupe,21,13,2000
1815,Dodge,Challenger,2017,regular unleaded,305,6,rear wheel drive,2,Large,Coupe,30,19,32995
1816,Dodge,Charger,2015,premium unleaded (recommended),485,8,rear wheel drive,4,Large,Sedan,25,15,30765
1817,Dodge,Charger,2015,premium unleaded (recommended),707,8,rear wheel drive,4,Large,Sedan,22,13,41995
1818,Dodge,Charger,2015,regular unleaded,370,8,rear wheel drive,4,Large,Sedan,25,16,34465
1819,Dodge,Charger,2015,regular unleaded,292,6,rear wheel drive,4,Large,Sedan,31,19,29995
1820,Dodge,Charger,2015,regular unleaded,292,6,all wheel drive,4,Large,Sedan,27,18,37945
1821,Dodge,Charger,2016,regular unleaded,292,6,rear wheel drive,4,Large,Sedan,31,19,35315
1822,Dodge,Charger,2016,premium unleaded (recommended),707,8,rear wheel drive,4,Large,Sedan,22,13,33695
1823,Dodge,Charger,2016,premium unleaded (recommended),485,8,rear wheel drive,4,Large,Sedan,25,15,40295
1824,Dodge,Charger,2016,regular unleaded,370,8,rear wheel drive,4,Large,Sedan,25,16,31465
1825,Dodge,Charger,2016,regular unleaded,292,6,all wheel drive,4,Large,Sedan,31,19,35845
1826,Dodge,Charger,2017,regular unleaded,292,6,rear wheel drive,4,Large,Sedan,30,19,34145
1827,Dodge,Charger,2017,regular unleaded,370,8,rear wheel drive,4,Large,Sedan,25,16,40645
1828,Dodge,Charger,2017,premium unleaded (recommended),485,8,rear wheel drive,4,Large,Sedan,25,15,29995
1829,Dodge,Charger,2017,premium unleaded (recommended),707,8,rear wheel drive,4,Large,Sedan,22,13,38445
1830,Dodge,Charger,2017,regular unleaded,292,6,all wheel drive,4,Large,Sedan,27,18,37345
1831,Dodge,Colt,1992,regular unleaded,92,4,front wheel drive,2,Compact,2dr Hatchback,33,27,31875
1832,Dodge,Colt,1992,regular unleaded,92,4,front wheel drive,2,Compact,2dr Hatchback,32,25,23525
1833,Dodge,Colt,1993,regular unleaded,92,4,front wheel drive,2,Compact,Coupe,36,28,19160
1834,Dodge,Colt,1993,regular unleaded,113,4,front wheel drive,4,Compact,Sedan,31,23,23640
1835,Dodge,Colt,1993,regular unleaded,92,4,front wheel drive,4,Compact,Sedan,36,28,16430
1836,Dodge,Colt,1994,regular unleaded,113,4,front wheel drive,4,Compact,Sedan,30,23,19155
1837,Dodge,Colt,1994,regular unleaded,92,4,front wheel drive,2,Compact,Coupe,35,28,20960
1838,Dodge,Dakota,2008,regular unleaded,210,6,rear wheel drive,4,Compact,Extended Cab Pickup,20,15,23790
1839,Dodge,Dakota,2008,regular unleaded,302,8,rear wheel drive,4,Compact,Extended Cab Pickup,19,14,25995
1840,Dodge,Dakota,2008,regular unleaded,210,6,four wheel drive,4,Compact,Crew Cab Pickup,18,14,21495
1841,Dodge,Dakota,2008,regular unleaded,210,6,four wheel drive,4,Compact,Extended Cab Pickup,19,15,23995
1842,Dodge,Dakota,2008,regular unleaded,210,6,four wheel drive,4,Compact,Extended Cab Pickup,18,14,18995
1843,Dodge,Dakota,2008,regular unleaded,210,6,rear wheel drive,4,Compact,Crew Cab Pickup,20,16,25695
1844,Dodge,Dakota,2008,regular unleaded,210,6,rear wheel drive,4,Compact,Extended Cab Pickup,20,16,19795
1845,Dodge,Dakota,2008,regular unleaded,210,6,four wheel drive,4,Compact,Crew Cab Pickup,19,15,22595
1846,Dodge,Dakota,2008,regular unleaded,210,6,rear wheel drive,4,Compact,Crew Cab Pickup,20,15,20595
1847,Dodge,Dakota,2008,regular unleaded,302,8,four wheel drive,4,Compact,Crew Cab Pickup,18,14,25795
1848,Dodge,Dakota,2008,regular unleaded,302,8,four wheel drive,4,Compact,Extended Cab Pickup,19,14,23295
1849,Dodge,Dakota,2008,regular unleaded,302,8,rear wheel drive,4,Compact,Crew Cab Pickup,19,14,18740
1850,Dodge,Dakota,2009,regular unleaded,210,6,rear wheel drive,4,Compact,Crew Cab Pickup,20,15,20555
1851,Dodge,Dakota,2009,regular unleaded,210,6,four wheel drive,4,Compact,Crew Cab Pickup,18,14,16880
1852,Dodge,Dakota,2009,regular unleaded,210,6,rear wheel drive,4,Compact,Extended Cab Pickup,20,15,19995
1853,Dodge,Dakota,2009,regular unleaded,210,6,rear wheel drive,4,Compact,Crew Cab Pickup,20,16,18060
1854,Dodge,Dakota,2009,regular unleaded,210,6,four wheel drive,4,Compact,Extended Cab Pickup,18,14,16975
1855,Dodge,Dakota,2009,regular unleaded,210,6,four wheel drive,4,Compact,Crew Cab Pickup,19,15,17995
1856,Dodge,Dakota,2010,regular unleaded,210,6,rear wheel drive,4,Compact,Crew Cab Pickup,20,15,19995
1857,Dodge,Dakota,2010,regular unleaded,210,6,four wheel drive,4,Compact,Extended Cab Pickup,18,14,18620
1858,Dodge,Dakota,2010,regular unleaded,210,6,four wheel drive,4,Compact,Crew Cab Pickup,18,14,20585
1859,Dodge,Dakota,2010,regular unleaded,210,6,rear wheel drive,4,Compact,Extended Cab Pickup,20,15,17380
1860,Dodge,Dakota,2010,flex-fuel (unleaded/E85),302,8,four wheel drive,4,Compact,Crew Cab Pickup,19,14,20585
1861,Dodge,Dart,2014,regular unleaded,160,4,front wheel drive,4,Midsize,Sedan,36,25,18585
1862,Dodge,Dart,2014,regular unleaded,184,4,front wheel drive,4,Midsize,Sedan,35,22,18730
1863,Dodge,Dart,2014,regular unleaded,184,4,front wheel drive,4,Midsize,Sedan,35,23,17380
1864,Dodge,Dart,2014,regular unleaded,160,4,front wheel drive,4,Midsize,Sedan,41,28,18765
1865,Dodge,Dart,2014,regular unleaded,184,4,front wheel drive,4,Midsize,Sedan,33,23,18380
1866,Dodge,Dart,2015,regular unleaded,184,4,front wheel drive,4,Midsize,Sedan,33,23,19835
1867,Dodge,Dart,2015,regular unleaded,184,4,front wheel drive,4,Midsize,Sedan,35,22,22225
1868,Dodge,Dart,2015,regular unleaded,160,4,front wheel drive,4,Midsize,Sedan,41,28,20130
1869,Dodge,Dart,2015,regular unleaded,184,4,front wheel drive,4,Midsize,Sedan,35,23,18630
1870,Dodge,Dart,2015,regular unleaded,160,4,front wheel drive,4,Midsize,Sedan,36,25,22520
1871,Dodge,Dart,2016,regular unleaded,160,4,front wheel drive,4,Midsize,Sedan,39,27,22995
1872,Dodge,Dart,2016,regular unleaded,160,4,front wheel drive,4,Midsize,Sedan,36,25,20555
1873,Dodge,Dart,2016,regular unleaded,184,4,front wheel drive,4,Midsize,Sedan,35,22,19055
1874,Dodge,Dart,2016,regular unleaded,184,4,front wheel drive,4,Midsize,Sedan,35,23,31995
1875,Dodge,Daytona,1991,regular unleaded,152,4,front wheel drive,2,Compact,2dr Hatchback,24,18,42595
1876,Dodge,Daytona,1991,regular unleaded,100,4,front wheel drive,2,Compact,2dr Hatchback,31,21,35795
1877,Dodge,Daytona,1991,regular unleaded,141,6,front wheel drive,2,Compact,2dr Hatchback,25,17,37995
1878,Dodge,Daytona,1992,regular unleaded,224,4,front wheel drive,2,Compact,2dr Hatchback,24,17,29995
1879,Dodge,Daytona,1992,regular unleaded,141,6,front wheel drive,2,Compact,2dr Hatchback,26,17,38795
1880,Dodge,Daytona,1992,regular unleaded,100,4,front wheel drive,2,Compact,2dr Hatchback,29,20,58295
1881,Dodge,Daytona,1993,regular unleaded,100,4,front wheel drive,2,Compact,2dr Hatchback,29,22,45695
1882,Dodge,Daytona,1993,regular unleaded,141,6,front wheel drive,2,Compact,2dr Hatchback,25,17,34995
1883,Dodge,Daytona,1993,regular unleaded,224,4,front wheel drive,2,Compact,2dr Hatchback,24,17,26995
1884,Dodge,Durango,2015,regular unleaded,290,6,rear wheel drive,4,Large,4dr SUV,25,18,31995
1885,Dodge,Durango,2015,premium unleaded (recommended),360,8,all wheel drive,4,Large,4dr SUV,22,14,49195
1886,Dodge,Durango,2015,regular unleaded,290,6,all wheel drive,4,Large,4dr SUV,24,17,29995
1887,Dodge,Durango,2015,premium unleaded (recommended),360,8,rear wheel drive,4,Large,4dr SUV,23,14,37995
1888,Dodge,Durango,2016,premium unleaded (recommended),360,8,rear wheel drive,4,Large,4dr SUV,22,14,34995
1889,Dodge,Durango,2016,regular unleaded,293,6,all wheel drive,4,Large,4dr SUV,25,18,38995
1890,Dodge,Durango,2016,regular unleaded,293,6,rear wheel drive,4,Large,4dr SUV,27,19,26995
1891,Dodge,Durango,2016,regular unleaded,295,6,all wheel drive,4,Large,4dr SUV,25,18,65945
1892,Dodge,Durango,2016,premium unleaded (recommended),360,8,all wheel drive,4,Large,4dr SUV,22,14,42795
1893,Dodge,Durango,2016,regular unleaded,295,6,rear wheel drive,4,Large,4dr SUV,27,19,35995
1894,Dodge,Durango,2017,regular unleaded,295,6,rear wheel drive,4,Large,4dr SUV,26,19,35890
1895,Dodge,Durango,2017,regular unleaded,295,6,all wheel drive,4,Large,4dr SUV,25,18,37995
1896,Dodge,Durango,2017,premium unleaded (recommended),360,8,rear wheel drive,4,Large,4dr SUV,22,14,49195
1897,Dodge,Durango,2017,premium unleaded (recommended),360,8,all wheel drive,4,Large,4dr SUV,22,14,36890
1898,Dodge,Dynasty,1991,regular unleaded,100,4,front wheel drive,4,Midsize,Sedan,24,18,62495
1899,Dodge,Dynasty,1991,regular unleaded,141,6,front wheel drive,4,Midsize,Sedan,24,18,32890
1900,Dodge,Dynasty,1992,regular unleaded,100,4,front wheel drive,4,Midsize,Sedan,26,19,26995
1901,Dodge,Dynasty,1992,regular unleaded,141,6,front wheel drive,4,Midsize,Sedan,24,18,39890
1902,Dodge,Dynasty,1993,regular unleaded,141,6,front wheel drive,4,Midsize,Sedan,26,18,42795
1903,Dodge,Dynasty,1993,regular unleaded,100,4,front wheel drive,4,Midsize,Sedan,24,18,29995
1904,Dodge,Grand Caravan,2015,flex-fuel (unleaded/E85),283,6,front wheel drive,4,Midsize,Passenger Minivan,25,17,43995
1905,Dodge,Grand Caravan,2016,flex-fuel (unleaded/E85),283,6,front wheel drive,4,Midsize,Passenger Minivan,25,17,37390
1906,Dodge,Grand Caravan,2017,regular unleaded,283,6,front wheel drive,4,Midsize,Passenger Minivan,25,17,40140
1907,Dodge,Intrepid,2002,regular unleaded,244,6,front wheel drive,4,Large,Sedan,24,16,47995
1908,Dodge,Intrepid,2002,regular unleaded,200,6,front wheel drive,4,Large,Sedan,26,18,39995
1909,Dodge,Intrepid,2002,regular unleaded,234,6,front wheel drive,4,Large,Sedan,24,16,62295
1910,Dodge,Intrepid,2003,regular unleaded,244,6,front wheel drive,4,Large,Sedan,25,17,33595
1911,Dodge,Intrepid,2003,regular unleaded,200,6,front wheel drive,4,Large,Sedan,27,19,27995
1912,Dodge,Intrepid,2004,regular unleaded,234,6,front wheel drive,4,Large,Sedan,25,17,36595
1913,Dodge,Intrepid,2004,regular unleaded,244,6,front wheel drive,4,Large,Sedan,25,16,32995
1914,Dodge,Intrepid,2004,regular unleaded,200,6,front wheel drive,4,Large,Sedan,27,19,30995
1915,Dodge,Journey,2015,regular unleaded,283,6,all wheel drive,4,Midsize,4dr SUV,24,16,29995
1916,Dodge,Journey,2015,regular unleaded,173,4,front wheel drive,4,Midsize,4dr SUV,26,19,27995
1917,Dodge,Journey,2015,regular unleaded,283,6,front wheel drive,4,Midsize,4dr SUV,25,17,65945
1918,Dodge,Journey,2016,regular unleaded,173,4,front wheel drive,4,Midsize,4dr SUV,26,19,29995
1919,Dodge,Journey,2016,regular unleaded,283,6,all wheel drive,4,Midsize,4dr SUV,24,16,39995
1920,Dodge,Journey,2016,flex-fuel (unleaded/E85),283,6,front wheel drive,4,Midsize,4dr SUV,25,17,50995
1921,Dodge,Journey,2017,regular unleaded,173,4,front wheel drive,4,Midsize,4dr SUV,25,19,36895
1922,Dodge,Journey,2017,regular unleaded,283,6,all wheel drive,4,Midsize,4dr SUV,24,16,31995
1923,Dodge,Journey,2017,flex-fuel (unleaded/E85),283,6,front wheel drive,4,Midsize,4dr SUV,25,17,33895
1924,Dodge,Magnum,2006,regular unleaded,340,8,all wheel drive,4,Large,Wagon,22,15,30245
1925,Dodge,Magnum,2006,regular unleaded,340,8,rear wheel drive,4,Large,Wagon,23,15,27995
1926,Dodge,Magnum,2006,regular unleaded,190,6,rear wheel drive,4,Large,Wagon,26,18,34790
1927,Dodge,Magnum,2006,regular unleaded,250,6,all wheel drive,4,Large,Wagon,22,15,51145
1928,Dodge,Magnum,2006,premium unleaded (required),425,8,rear wheel drive,4,Large,Wagon,18,13,65945
1929,Dodge,Magnum,2007,regular unleaded,250,6,all wheel drive,4,Large,Wagon,22,15,30245
1930,Dodge,Magnum,2007,regular unleaded,190,6,rear wheel drive,4,Large,Wagon,26,18,29995
1931,Dodge,Magnum,2007,regular unleaded,340,8,rear wheel drive,4,Large,Wagon,23,15,39890
1932,Dodge,Magnum,2007,regular unleaded,340,8,all wheel drive,4,Large,Wagon,22,15,44995
1933,Dodge,Magnum,2007,premium unleaded (required),425,8,rear wheel drive,4,Large,Wagon,18,13,31995
1934,Dodge,Magnum,2008,premium unleaded (recommended),425,8,rear wheel drive,4,Large,Wagon,18,13,39995
1935,Dodge,Magnum,2008,regular unleaded,340,8,all wheel drive,4,Large,Wagon,22,15,2000
1936,Dodge,Magnum,2008,regular unleaded,250,6,rear wheel drive,4,Large,Wagon,24,17,2000
1937,Dodge,Magnum,2008,regular unleaded,250,6,all wheel drive,4,Large,Wagon,22,15,2000
1938,Dodge,Magnum,2008,regular unleaded,340,8,rear wheel drive,4,Large,Wagon,23,15,2000
1939,Dodge,Magnum,2008,regular unleaded,178,6,rear wheel drive,4,Large,Wagon,26,18,2000
1940,Dodge,Monaco,1990,regular unleaded,150,6,front wheel drive,4,Midsize,Sedan,24,15,2000
1941,Dodge,Monaco,1991,regular unleaded,150,6,front wheel drive,4,Midsize,Sedan,24,16,2000
1942,Dodge,Monaco,1992,regular unleaded,150,6,front wheel drive,4,Midsize,Sedan,24,16,26170
1943,Dodge,Neon,2003,premium unleaded (required),215,4,front wheel drive,4,Compact,Sedan,27,19,27780
1944,Dodge,Neon,2003,regular unleaded,132,4,front wheel drive,4,Compact,Sedan,32,25,22030
1945,Dodge,Neon,2003,premium unleaded (required),150,4,front wheel drive,4,Compact,Sedan,32,25,27625
1946,Dodge,Neon,2004,regular unleaded,132,4,front wheel drive,4,Compact,Sedan,29,22,25245
1947,Dodge,Neon,2004,premium unleaded (required),150,4,front wheel drive,4,Compact,Sedan,32,25,26280
1948,Dodge,Neon,2004,regular unleaded,132,4,front wheel drive,4,Compact,Sedan,32,25,24720
1949,Dodge,Neon,2004,premium unleaded (required),225,4,front wheel drive,4,Compact,Sedan,28,19,30155
1950,Dodge,Neon,2005,regular unleaded,132,4,front wheel drive,4,Compact,Sedan,32,25,30780
1951,Dodge,Neon,2005,premium unleaded (required),220,4,front wheel drive,4,Compact,Sedan,28,19,23640
1952,Dodge,Nitro,2009,regular unleaded,210,6,four wheel drive,4,Midsize,4dr SUV,21,15,25395
1953,Dodge,Nitro,2009,regular unleaded,210,6,rear wheel drive,4,Midsize,4dr SUV,22,16,28580
1954,Dodge,Nitro,2010,regular unleaded,210,6,four wheel drive,4,Midsize,4dr SUV,21,15,26590
1955,Dodge,Nitro,2010,regular unleaded,260,6,rear wheel drive,4,Midsize,4dr SUV,21,16,24010
1956,Dodge,Nitro,2010,regular unleaded,210,6,rear wheel drive,4,Midsize,4dr SUV,22,16,30510
1957,Dodge,Nitro,2010,regular unleaded,260,6,four wheel drive,4,Midsize,4dr SUV,20,16,26120
1958,Dodge,Nitro,2011,regular unleaded,260,6,four wheel drive,4,Midsize,4dr SUV,21,16,26920
1959,Dodge,Nitro,2011,regular unleaded,260,6,rear wheel drive,4,Midsize,4dr SUV,21,16,26540
1960,Dodge,Nitro,2011,regular unleaded,210,6,four wheel drive,4,Midsize,4dr SUV,21,15,32135
1961,Dodge,Nitro,2011,regular unleaded,210,6,rear wheel drive,4,Midsize,4dr SUV,22,16,27935
1962,Dodge,Omni,1990,regular unleaded,93,4,front wheel drive,4,Compact,4dr Hatchback,31,22,22505
1963,Dodge,RAM 150,1991,regular unleaded,125,6,rear wheel drive,2,Large,Regular Cab Pickup,17,12,24985
1964,Dodge,RAM 150,1991,regular unleaded,170,8,four wheel drive,2,Large,Extended Cab Pickup,13,10,26935
1965,Dodge,RAM 150,1991,regular unleaded,170,8,rear wheel drive,2,Large,Extended Cab Pickup,14,11,30760
1966,Dodge,RAM 150,1992,regular unleaded,180,6,four wheel drive,2,Large,Regular Cab Pickup,16,11,28520
1967,Dodge,RAM 150,1992,regular unleaded,230,8,four wheel drive,2,Large,Extended Cab Pickup,15,12,29095
1968,Dodge,RAM 150,1992,regular unleaded,180,6,rear wheel drive,2,Large,Regular Cab Pickup,17,14,20470
1969,Dodge,RAM 150,1992,regular unleaded,230,8,rear wheel drive,2,Large,Extended Cab Pickup,16,11,20995
1970,Dodge,RAM 150,1993,regular unleaded,180,6,four wheel drive,2,Large,Regular Cab Pickup,16,11,28630
1971,Dodge,RAM 150,1993,regular unleaded,230,8,rear wheel drive,2,Large,Extended Cab Pickup,16,12,31630
1972,Dodge,RAM 150,1993,regular unleaded,180,6,rear wheel drive,2,Large,Regular Cab Pickup,17,14,23710
1973,Dodge,RAM 150,1993,regular unleaded,230,8,four wheel drive,2,Large,Extended Cab Pickup,15,12,25260
1974,Dodge,RAM 250,1991,regular unleaded,170,8,four wheel drive,2,Large,Regular Cab Pickup,13,10,29355
1975,Dodge,RAM 250,1991,regular unleaded,170,8,rear wheel drive,2,Large,Extended Cab Pickup,13,11,31045
1976,Dodge,RAM 250,1991,regular unleaded,170,8,four wheel drive,2,Large,Extended Cab Pickup,13,10,27960
1977,Dodge,RAM 250,1991,regular unleaded,125,8,rear wheel drive,2,Large,Regular Cab Pickup,13,11,30155
1978,Dodge,RAM 250,1992,regular unleaded,230,8,rear wheel drive,2,Large,Extended Cab Pickup,16,11,28210
1979,Dodge,RAM 250,1992,regular unleaded,230,8,four wheel drive,2,Large,Regular Cab Pickup,15,12,26405
1980,Dodge,RAM 250,1992,regular unleaded,230,8,four wheel drive,2,Large,Extended Cab Pickup,15,12,29985
1981,Dodge,RAM 250,1992,regular unleaded,180,6,rear wheel drive,2,Large,Regular Cab Pickup,17,13,26810
1982,Dodge,RAM 250,1993,regular unleaded,230,8,four wheel drive,2,Large,Extended Cab Pickup,15,12,27315
1983,Dodge,RAM 250,1993,regular unleaded,180,6,rear wheel drive,2,Large,Regular Cab Pickup,16,11,22560
1984,Dodge,RAM 250,1993,regular unleaded,230,8,four wheel drive,2,Large,Regular Cab Pickup,15,12,26325
1985,Dodge,RAM 250,1993,regular unleaded,230,8,rear wheel drive,2,Large,Extended Cab Pickup,16,12,27880
1986,Dodge,Ram 50 Pickup,1991,regular unleaded,116,4,rear wheel drive,2,Compact,Extended Cab Pickup,22,17,25305
1987,Dodge,Ram 50 Pickup,1991,regular unleaded,143,6,four wheel drive,2,Compact,Extended Cab Pickup,20,15,28255
1988,Dodge,Ram 50 Pickup,1991,regular unleaded,143,6,four wheel drive,2,Compact,Regular Cab Pickup,20,15,23630
1989,Dodge,Ram 50 Pickup,1991,regular unleaded,116,4,rear wheel drive,2,Compact,Regular Cab Pickup,22,17,27005
1990,Dodge,Ram 50 Pickup,1991,regular unleaded,116,4,four wheel drive,2,Compact,Regular Cab Pickup,20,17,29275
1991,Dodge,Ram 50 Pickup,1992,regular unleaded,116,4,four wheel drive,2,Compact,Regular Cab Pickup,20,17,22755
1992,Dodge,Ram 50 Pickup,1992,regular unleaded,116,4,rear wheel drive,2,Compact,Regular Cab Pickup,22,17,33180
1993,Dodge,Ram 50 Pickup,1992,regular unleaded,115,4,rear wheel drive,2,Compact,Regular Cab Pickup,22,17,31365
1994,Dodge,Ram 50 Pickup,1993,regular unleaded,116,4,rear wheel drive,2,Compact,Regular Cab Pickup,22,17,30180
1995,Dodge,Ram 50 Pickup,1993,regular unleaded,116,4,four wheel drive,2,Compact,Regular Cab Pickup,20,17,16495
1996,Dodge,Ram Cargo,2001,regular unleaded,225,8,rear wheel drive,3,Midsize,Cargo Van,17,12,18595
1997,Dodge,Ram Cargo,2001,regular unleaded,175,6,rear wheel drive,3,Midsize,Cargo Van,15,13,22995
1998,Dodge,Ram Cargo,2001,regular unleaded,175,6,rear wheel drive,3,Compact,Cargo Van,15,13,19995
1999,Dodge,Ram Cargo,2001,regular unleaded,225,8,rear wheel drive,3,Large,Cargo Van,17,12,20995
2000,Dodge,Ram Cargo,2001,regular unleaded,175,6,rear wheel drive,3,Large,Cargo Van,15,13,21645
2001,Dodge,Ram Cargo,2002,regular unleaded,225,8,rear wheel drive,3,Large,Cargo Van,14,12,19000
2002,Dodge,Ram Cargo,2002,regular unleaded,175,6,rear wheel drive,3,Large,Cargo Van,15,13,20495
2003,Dodge,Ram Cargo,2002,regular unleaded,175,6,rear wheel drive,3,Compact,Cargo Van,15,13,23795
2004,Dodge,Ram Cargo,2002,regular unleaded,225,8,rear wheel drive,3,Midsize,Cargo Van,14,12,16495
2005,Dodge,Ram Cargo,2002,regular unleaded,175,6,rear wheel drive,3,Midsize,Cargo Van,15,13,19495
2006,Dodge,Ram Cargo,2003,regular unleaded,175,6,rear wheel drive,3,Large,Cargo Van,15,13,18995
2007,Dodge,Ram Cargo,2003,regular unleaded,175,6,rear wheel drive,3,Compact,Cargo Van,15,13,19395
2008,Dodge,Ram Cargo,2003,regular unleaded,175,6,rear wheel drive,3,Midsize,Cargo Van,15,13,17995
2009,Dodge,Ram Cargo,2003,regular unleaded,225,8,rear wheel drive,3,Large,Cargo Van,15,13,24395
2010,Dodge,Ram Cargo,2003,regular unleaded,225,8,rear wheel drive,3,Midsize,Cargo Van,15,13,19595
2011,Dodge,Ram Pickup 1500,2008,regular unleaded,215,6,rear wheel drive,2,Large,Regular Cab Pickup,19,16,16995
2012,Dodge,Ram Pickup 1500,2008,regular unleaded,345,8,rear wheel drive,4,Large,Crew Cab Pickup,19,13,21095
2013,Dodge,Ram Pickup 1500,2008,regular unleaded,310,8,four wheel drive,2,Large,Regular Cab Pickup,16,12,22095
2014,Dodge,Ram Pickup 1500,2008,flex-fuel (unleaded/E85),310,8,rear wheel drive,4,Large,Crew Cab Pickup,18,13,20995
2015,Dodge,Ram Pickup 1500,2008,regular unleaded,310,8,rear wheel drive,4,Large,Crew Cab Pickup,17,13,21595
2016,Dodge,Ram Pickup 1500,2008,regular unleaded,310,8,rear wheel drive,2,Large,Regular Cab Pickup,17,13,2000
2017,Dodge,Ram Pickup 1500,2008,flex-fuel (unleaded/E85),310,8,four wheel drive,4,Large,Crew Cab Pickup,17,13,2000
2018,Dodge,Ram Pickup 1500,2008,regular unleaded,310,8,four wheel drive,4,Large,Crew Cab Pickup,16,12,2000
2019,Dodge,Ram Pickup 1500,2008,regular unleaded,215,6,rear wheel drive,4,Large,Crew Cab Pickup,19,16,2000
2020,Dodge,Ram Pickup 1500,2008,regular unleaded,345,8,four wheel drive,4,Large,Crew Cab Pickup,17,13,2000
2021,Dodge,Ram Pickup 1500,2009,regular unleaded,390,8,four wheel drive,4,Large,Crew Cab Pickup,18,13,2000
2022,Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310,8,rear wheel drive,4,Large,Crew Cab Pickup,19,14,2000
2023,Dodge,Ram Pickup 1500,2009,regular unleaded,390,8,rear wheel drive,4,Large,Crew Cab Pickup,20,14,2000
2024,Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310,8,four wheel drive,4,Large,Crew Cab Pickup,18,13,2000
2025,Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310,8,four wheel drive,2,Large,Regular Cab Pickup,18,13,36895
2026,Dodge,Ram Pickup 1500,2009,regular unleaded,210,6,rear wheel drive,4,Large,Crew Cab Pickup,20,14,42495
2027,Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310,8,rear wheel drive,2,Large,Regular Cab Pickup,19,14,39495
2028,Dodge,Ram Pickup 1500,2009,regular unleaded,210,6,rear wheel drive,2,Large,Regular Cab Pickup,20,14,40995
2029,Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310,8,four wheel drive,4,Large,Crew Cab Pickup,18,13,33095
2030,Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310,8,four wheel drive,2,Large,Regular Cab Pickup,18,13,43595
2031,Dodge,Ram Pickup 1500,2010,regular unleaded,215,6,rear wheel drive,4,Large,Crew Cab Pickup,20,14,39995
2032,Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310,8,rear wheel drive,2,Large,Regular Cab Pickup,19,14,30495
2033,Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310,8,rear wheel drive,4,Large,Crew Cab Pickup,19,14,41995
2034,Dodge,Ram Pickup 1500,2010,regular unleaded,215,6,rear wheel drive,2,Large,Regular Cab Pickup,20,14,39595
2035,Dodge,Ram Pickup 1500,2010,regular unleaded,390,8,rear wheel drive,4,Large,Crew Cab Pickup,20,14,30495
2036,Dodge,Ram Pickup 1500,2010,regular unleaded,390,8,four wheel drive,4,Large,Crew Cab Pickup,18,13,43895
2037,Dodge,Ram Van,1998,regular unleaded,230,8,rear wheel drive,3,Large,Cargo Van,17,12,33095
2038,Dodge,Ram Van,1998,regular unleaded,175,6,rear wheel drive,3,Midsize,Cargo Van,16,13,44595
2039,Dodge,Ram Van,1998,regular unleaded,230,8,rear wheel drive,3,Midsize,Cargo Van,17,12,42390
2040,Dodge,Ram Van,1998,regular unleaded,175,6,rear wheel drive,3,Compact,Cargo Van,16,13,36995
2041,Dodge,Ram Van,1999,regular unleaded,230,8,rear wheel drive,3,Large,Cargo Van,18,12,41295
2042,Dodge,Ram Van,1999,regular unleaded,175,6,rear wheel drive,3,Midsize,Cargo Van,16,14,44990
2043,Dodge,Ram Van,1999,regular unleaded,175,6,rear wheel drive,3,Compact,Cargo Van,16,14,37495
2044,Dodge,Ram Van,2000,regular unleaded,175,6,rear wheel drive,3,Midsize,Cargo Van,16,13,42490
2045,Dodge,Ram Van,2000,regular unleaded,175,6,rear wheel drive,3,Large,Cargo Van,16,13,40095
2046,Dodge,Ram Van,2000,regular unleaded,225,8,rear wheel drive,3,Midsize,Cargo Van,17,12,42095
2047,Dodge,Ram Van,2000,regular unleaded,225,8,rear wheel drive,3,Large,Cargo Van,17,12,29995
2048,Dodge,Ram Van,2000,regular unleaded,175,6,rear wheel drive,3,Compact,Cargo Van,16,13,44695
2049,Dodge,Ram Wagon,2000,regular unleaded,175,6,rear wheel drive,3,Compact,Passenger Van,15,13,41395
2050,Dodge,Ram Wagon,2000,regular unleaded,225,8,rear wheel drive,3,Midsize,Passenger Van,14,11,43995
2051,Dodge,Ram Wagon,2001,regular unleaded,225,8,rear wheel drive,3,Midsize,Passenger Van,15,11,45090
2052,Dodge,Ram Wagon,2001,regular unleaded,175,6,rear wheel drive,3,Compact,Passenger Van,15,12,32595
2053,Dodge,Ram Wagon,2002,regular unleaded,175,6,rear wheel drive,3,Compact,Passenger Van,15,13,2000
2054,Dodge,Ramcharger,1991,regular unleaded,170,8,four wheel drive,2,Midsize,2dr SUV,13,10,2000
2055,Dodge,Ramcharger,1991,regular unleaded,170,8,rear wheel drive,2,Midsize,2dr SUV,12,11,2000
2056,Dodge,Ramcharger,1992,regular unleaded,230,8,four wheel drive,2,Midsize,2dr SUV,14,11,2000
2057,Dodge,Ramcharger,1992,regular unleaded,230,8,rear wheel drive,2,Midsize,2dr SUV,15,11,2000
